model,tau_up,tau_dn,margin,median_sharpe,geo_equity,avg_trades,total_trades,avg_win_rate
linsvc,0.4,0.35,0.16,2.2538189609871115,1.6607076103719216,12.307692307692308,480,0.6119905735290352
linsvc,0.4,0.35,0.18,2.2538189609871115,1.6659970956294847,12.307692307692308,480,0.6119905735290352
linsvc,0.4,0.35,0.2,2.2538189609871115,1.668961181840882,12.307692307692308,480,0.6100181869412641
linsvc,0.4,0.4,0.0,2.1786048450058066,1.7064347390831285,12.0,456,0.6088210035578457
linsvc,0.4,0.4,0.02,1.997270720015739,1.66630468448541,12.0,456,0.6047724205618943
linsvc,0.4,0.4,0.04,2.1448516223615384,1.6694501730551798,12.0,456,0.6088210035578457
linsvc,0.4,0.4,0.06,2.1448516223615384,1.6694501730551798,12.0,456,0.6088210035578457
linsvc,0.4,0.4,0.08,2.1448516223615384,1.6694501730551798,12.0,456,0.6088210035578457
linsvc,0.4,0.4,0.1,2.1448516223615384,1.66798184916086,12.0,456,0.6108452950558215
linsvc,0.4,0.4,0.12,2.1786048450058066,1.6697101757908217,12.0,456,0.6108452950558215
linsvc,0.4,0.4,0.14,2.1786048450058066,1.6697101757908217,12.0,456,0.6108452950558215
linsvc,0.4,0.4,0.16,2.1786048450058066,1.6697101757908217,12.0,456,0.6108452950558215
linsvc,0.4,0.4,0.18,2.1786048450058066,1.6697101757908217,12.0,456,0.6108452950558215
linsvc,0.4,0.4,0.2,2.1786048450058066,1.6697101757908217,12.0,456,0.6108452950558215
linsvc,0.4,0.45,0.0,2.453892985099446,1.8480508827359952,12.1875,390,0.6221190268065269
linsvc,0.4,0.45,0.02,2.453892985099446,1.8457087374153602,12.1875,390,0.6197151806526806
linsvc,0.4,0.45,0.04,2.317232333365814,1.7801074274813455,12.1875,390,0.6125036421911422
linsvc,0.4,0.45,0.06,2.317232333365814,1.7801074274813455,12.1875,390,0.6125036421911422
linsvc,0.4,0.45,0.08,2.317232333365814,1.7801074274813455,12.1875,390,0.6125036421911422
linsvc,0.4,0.45,0.1,2.317232333365814,1.7801074274813455,12.1875,390,0.6125036421911422
linsvc,0.4,0.45,0.12,2.317232333365814,1.7801074274813455,12.1875,390,0.6125036421911422
linsvc,0.4,0.45,0.14,2.277267583205365,1.7771985804140842,12.1875,390,0.6125036421911422
linsvc,0.4,0.45,0.16,2.277267583205365,1.7771985804140842,12.1875,390,0.6125036421911422
linsvc,0.4,0.45,0.18,2.277267583205365,1.7771985804140842,12.1875,390,0.6125036421911422
linsvc,0.4,0.45,0.2,2.277267583205365,1.7771985804140842,12.1875,390,0.6125036421911422
linsvc,0.4,0.5,0.0,2.5283874794577907,1.7398685748890634,12.066666666666666,362,0.6109459984459986
linsvc,0.4,0.5,0.02,2.5283874794577907,1.7398685748890634,12.066666666666666,362,0.6109459984459986
